mrjm,,美人蕉目,Cannales,,Latin 61209
cxcs,,穿心草属,Canscora,,Latin 61209
lxc,,罗星草,Canscora andrographioides,,Latin 61209
pdcxc,,铺地穿心草,Canscora diffusa,,Latin 61209
cxc,,穿心草,Canscora lucidissima,,Latin 61209
sgts,,山柑藤属,Cansjera,,Latin 61209
sgt,,山柑藤,Cansjera rheedi,,Latin 61209
sgt,,山柑藤,Cansjera rheedii,,Latin 61209
jyjk,,鸡油菌科,Cantharellaceae,,Latin 61209
ygms,,鱼骨木属,Canthium,,Latin 61209
ygm,,鱼骨木,Canthium dicoccum,,Latin 61209
dlyygm,,倒卵叶鱼骨木,Canthium dicoccum var. obovatifolium,,Latin 61209
zdm,,猪肚木,Canthium horridum,,Latin 61209
dyygm,,大叶鱼骨木,Canthium simile,,Latin 61209
mlhs,,魔力花属,Cantua,,Latin 61209
mlh,,魔力花,Cantua buxifolia,,Latin 61209
gpj,,高平蕨,Caobangia squamata,,Latin 61209
drjs,,多绒菊属,Capelio,,Latin 61209
qyzexxs,,全叶獐耳细辛属,Capethia,,Latin 61209
xbcs,,细柄草属,Capillipedium,,Latin 61209
ygzc,,硬秆子草,Capillipedium assimile,,Latin 61209
gsxbc,,郭氏细柄草,Capillipedium kuoi,,Latin 61209
ldxbc,,绿岛细柄草,Capillipedium kwashotense,,Latin 61209
ldxbc,,绿岛细柄草,Capillipedium kwashotensis,,Latin 61209
xbc,,细柄草,Capillipedium parviflorum,,Latin 61209
djxbc,,多节细柄草,Capillipedium spicigerum,,Latin 61209
mtk,,煤炱科,Capnodiaceae,,Latin 61209
fjs,,粉堇属,Capnoides,,Latin 61209
fj,,粉堇,Capnoides sempervirens,,Latin 61209
sgk,,山柑科,Capparaceae,,Latin 61209
bhcm,,白花菜目,Capparales,,Latin 61209
bhcym,,白花菜亚目,Capparineae,,Latin 61209
sgs,,山柑属,Capparis,,Latin 61209
dxql,,独行千里,Capparis acutifolia,,Latin 61209
zxsg,,总序山柑,Capparis assamica,,Latin 61209
yxyh,,野香橼花,Capparis bodinieri,,Latin 61209
gzsg,,广州山柑,Capparis cantoniensis,,Latin 61209
ybl,,野槟榔,Capparis chingiana,,Latin 61209
dmsg,,多毛山柑,Capparis dasyphylla,,Latin 61209
wssg,,文山山柑,Capparis fengii,,Latin 61209
srsg,,少蕊山柑,Capparis floribunda,,Latin 61209
mhsg,,勐海山柑,Capparis fohaiensis,,Latin 61209
twsg,,台湾山柑,Capparis formosana,,Latin 61209
sg,,山柑,Capparis hainanensis,,Latin 61209
ccsg,,长刺山柑,Capparis henryi,,Latin 61209
zbsg,,爪瓣山柑,Capparis himalayensis,,Latin 61209
pbsg,,屏边山柑,Capparis khuamak,,Latin 61209
lysg,,兰屿山柑,Capparis lanceolaris,,Latin 61209
mbl,,马槟榔,Capparis masaikai,,Latin 61209
lgj,,雷公橘,Capparis membranifolia,,Latin 61209
xcsg,,小刺山柑,Capparis micracantha,,Latin 61209
dhsg,,多花山柑,Capparis multiflora,,Latin 61209
zdnsg,,藏东南山柑,Capparis olacifolia,,Latin 61209
hysg,,厚叶山柑,Capparis pachyphylla,,Latin 61209
mrsg,,毛蕊山柑,Capparis pubiflora,,Latin 61209
mysg,,毛叶山柑,Capparis pubifolia,,Latin 61209
hysg,,黑叶山柑,Capparis sabiaefolia,,Latin 61209
hysg,,黑叶山柑,Capparis sabiifolia,,Latin 61209
cyz,,存疑种,Capparis Sect. Dubia,,Latin 61209
qpc,,青皮刺,Capparis sepiaria,,Latin 61209
xjsg,,锡金山柑,Capparis sikkimensis,,Latin 61209
csg,,刺山柑,Capparis spinosa,,Latin 61209
wbsg,,无柄山柑,Capparis subsessilis,,Latin 61209
dlysg,,倒卵叶山柑,Capparis sunbisiniana,,Latin 61209
bysg,,薄叶山柑,Capparis tenera,,Latin 61209
mgsg,,毛果山柑,Capparis trichocarpa,,Latin 61209
xlc,,小绿刺,Capparis urophylla,,Latin 61209
qtj,,屈头鸡,Capparis versicolor,,Latin 61209
jmysg,,荚蒾叶山柑,Capparis viburnifolia,,Latin 61209
yjsg,,元江山柑,Capparis wui,,Latin 61209
kzmbl,,苦子马槟榔,Capparis yunnanensis,,Latin 61209
nyj,,牛眼睛,Capparis zeylanica,,Latin 61209
rdk,,忍冬科,Caprifoliaceae,,Latin 61209
js,,荠属,Capsella,,Latin 61209
j,,荠,Capsella bursa-pastoris,,Latin 61209
lwzs,,辣味樟属,Capsicodendron,,Latin 61209
ljs,,辣椒属,Capsicum,,Latin 61209
lj,,辣椒,Capsicum annuum,,Latin 61209
ytj,,樱桃椒,Capsicum annuum var. cerasiforme,,Latin 61209
ctj,,朝天椒,Capsicum annuum var. conoides,,Latin 61209
csj,,簇生椒,Capsicum annuum var. fasciculatum,,Latin 61209
cj,,菜椒,Capsicum annuum var. grossum,,Latin 61209
xmj,,小米椒,Capsicum frutescens,,Latin 61209
jjes,,锦鸡儿属,Caragana,,Latin 61209
cyjje,,刺叶锦鸡儿,Caragana acanthophylla,,Latin 61209
gsjje,,高山锦鸡儿,Caragana alpina,,Latin 61209
sjje,,树锦鸡儿,Caragana arborescens,,Latin 61209
wzjje,,弯枝锦鸡儿,Caragana arcuata,,Latin 61209
lyjje,,镰叶锦鸡儿,Caragana aurantiaca,,Latin 61209
esjje,,二色锦鸡儿,Caragana bicolor,,Latin 61209
bcjje,,扁刺锦鸡儿,Caragana boisi,,Latin 61209
bsjje,,边塞锦鸡儿,Caragana bongardiana,,Latin 61209
ajjje,,矮脚锦鸡儿,Caragana brachypoda,,Latin 61209
dyjje,,短叶锦鸡儿,Caragana brevifolia,,Latin 61209
bjjje,,北疆锦鸡儿,Caragana camillischneideri,,Latin 61209
bjjje,,北疆锦鸡儿,Caragana camilli-schneideri,,Latin 61209
cdjje,,昌都锦鸡儿,Caragana changduensis,,Latin 61209
qhjje,,青海锦鸡儿,Caragana chinghaiensis,,Latin 61209
xqhjje,,小青海锦鸡儿,Caragana chinghaiensis var. minima,,Latin 61209
ccjje,,粗刺锦鸡儿,Caragana crassispina,,Latin 61209
xyjje,,楔翼锦鸡儿,Caragana cuneatoalata,,Latin 61209
xyjje,,楔翼锦鸡儿,Caragana cuneato-alata,,Latin 61209
cmjje,,粗毛锦鸡儿,Caragana dasyphylla,,Latin 61209
sdjje,,沙地锦鸡儿,Caragana davazamcii,,Latin 61209
lsdjje,,绿沙地锦鸡儿,Caragana davazamcii var. viridis,,Latin 61209
myjje,,密叶锦鸡儿,Caragana densa,,Latin 61209
eljje,,二连锦鸡儿,Caragana erenensis,,Latin 61209
cxjje,,川西锦鸡儿,Caragana erinacea,,Latin 61209
ynjje,,云南锦鸡儿,Caragana franchetiana,,Latin 61209
jljje,,吉隆锦鸡儿,Caragana franchetiana var. gyirongensis,,Latin 61209
jljje,,吉隆锦鸡儿,Caragana franchetiana var. gyrongensis,,Latin 61209
hct,,黄刺条,Caragana frutex,,Latin 61209
kyhct,,宽叶黄刺条,Caragana frutex var. latifolia,,Latin 61209
jdjje,,极东锦鸡儿,Caragana fruticosa,,Latin 61209
dhjdjje,,多花极东锦鸡儿,Caragana fruticosa var. multiflora,,Latin 61209
ydjje,,印度锦鸡儿,Caragana gerardiana,,Latin 61209
jmjje,,绢毛锦鸡儿,Caragana hololeuca,,Latin 61209
zjjje,,中间锦鸡儿,Caragana intermedia,,Latin 61209
gjjje,,鬼箭锦鸡儿,Caragana jubata,,Latin 61209
scgj,,四川鬼箭,Caragana jubata f. seczhuanica,,Latin 61209
legj,,两耳鬼箭,Caragana jubata var. biaurita,,Latin 61209
lmgj,,浪麻鬼箭,Caragana jubata var. czetyrkininii,,Latin 61209
acjje,,矮丛锦鸡儿,Caragana jubata var. pygmaea,,Latin 61209
wegj,,弯耳鬼箭,Caragana jubata var. recurva,,Latin 61209
ttjje,,通天锦鸡儿,Caragana junatovii,,Latin 61209
gsjje,,甘肃锦鸡儿,Caragana kansuensis,,Latin 61209
nejje,,囊萼锦鸡儿,Caragana kirghisorum,,Latin 61209
ntjje,,柠条锦鸡儿,Caragana korshinskii,,Latin 61209
djnt,,短荚拧条,Caragana korshinskii f. brachypoda,,Latin 61209
cjjje,,沧江锦鸡儿,Caragana kozlowii,,Latin 61209
bpjje,,白皮锦鸡儿,Caragana leucophloea,,Latin 61209
bcjje,,白刺锦鸡儿,Caragana leucospina,,Latin 61209
mzyjje,,毛掌叶锦鸡儿,Caragana leveillei,,Latin 61209
bmjje,,白毛锦鸡儿,Caragana licentiana,,Latin 61209
czjje,,川藏锦鸡儿,Caragana limprichtii,,Latin 61209
jzjje,,金州锦鸡儿,Caragana litwinowii,,Latin 61209
lmjje,,龙苜锦鸡儿,Caragana longshoushanensis,,Latin 61209
dbjje,,东北锦鸡儿,Caragana manshurica,,Latin 61209
xyjje,,小叶锦鸡儿,Caragana microphylla,,Latin 61209
hyjje,,灰叶锦鸡儿,Caragana microphylla f. cinerea,,Latin 61209
xajje,,兴安锦鸡儿,Caragana microphylla f. daurica,,Latin 61209
mxjje,,毛序锦鸡儿,Caragana microphylla f. pallasiana,,Latin 61209
mzjje,,毛枝锦鸡儿,Caragana microphylla f. tomentosa,,Latin 61209
lyjje,,绿叶锦鸡儿,Caragana microphylla f. viridis,,Latin 61209
gmjje,,甘蒙锦鸡儿,Caragana opulens,,Latin 61209
dxjje,,滇西锦鸡儿,Caragana oreophila,,Latin 61209
bjjje,,北京锦鸡儿,Caragana pekinensis,,Latin 61209
dyjje,,多叶锦鸡儿,Caragana pleiophylla,,Latin 61209
kljje,,昆仑锦鸡儿,Caragana polourensis,,Latin 61209
fcjje,,粉刺锦鸡儿,Caragana pruinosa,,Latin 61209
tthjje,,通天河锦鸡儿,Caragana przewalskii,,Latin 61209
qjjje,,秦晋锦鸡儿,Caragana purdomii,,Latin 61209
ajje,,矮锦鸡儿,Caragana pygmaea,,Latin 61209
cyajje,,长叶矮锦鸡儿,Caragana pygmaea f. longifolia,,Latin 61209
zyajje,,窄叶矮锦鸡儿,Caragana pygmaea var. angustissima,,Latin 61209
xhajje,,小花矮锦鸡儿,Caragana pygmaea var. parviflora,,Latin 61209
qhjje,,清河锦鸡儿,Caragana qingheensis,,Latin 61209
hmjje,,荒漠锦鸡儿,Caragana roborovskyi,,Latin 61209
hhjje,,红花锦鸡儿,Caragana rosea,,Latin 61209
czhhjje,,长爪红花锦鸡儿,Caragana rosea var. longiunguiculata,,Latin 61209
sjjje,,萨迦锦鸡儿,Caragana sajaensis,,Latin 61209
jjex,,锦鸡儿系,Caragana Ser. Chamlagu,,Latin 61209
cmx,,粗毛系,Caragana Ser. Dasyphyllae,,Latin 61209
cyz,,存疑种,Caragana Ser. Dubia,,Latin 61209
gmx,,灌木系,Caragana Ser. Frutescentes,,Latin 61209
dhx,,大花系,Caragana Ser. Grandiflorae,,Latin 61209
gjx,,鬼箭系,Caragana Ser. Jubatae,,Latin 61209
xyx,,小叶系,Caragana Ser. Microphyllae,,Latin 61209
cyx,,刺叶系,Caragana Ser. Occidentales,,Latin 61209
ajjex,,矮锦鸡儿系,Caragana Ser. Pygmaeae,,Latin 61209
zcx,,针刺系,Caragana Ser. Spinosae,,Latin 61209
dcx,,多刺系,Caragana Ser. Tragacanthoides,,Latin 61209
qljje,,秦岭锦鸡儿,Caragana shensiensis,,Latin 61209
jje,,锦鸡儿,Caragana sinica,,Latin 61209
zgejje,,准噶尔锦鸡儿,Caragana soongorica,,Latin 61209
xzjje,,西藏锦鸡儿,Caragana spinifera,,Latin 61209
dcjje,,多刺锦鸡儿,Caragana spinosa,,Latin 61209
xyjje,,狭叶锦鸡儿,Caragana stenophylla,,Latin 61209
bjjje,,柄荚锦鸡儿,Caragana stipitata,,Latin 61209
nbejje,,尼泊尔锦鸡儿,Caragana sukiensis,,Latin 61209
qgjje,,青甘锦鸡儿,Caragana tangutica,,Latin 61209
tksjje,,特克斯锦鸡儿,Caragana tekesiensis,,Latin 61209
mcjje,,毛刺锦鸡儿,Caragana tibetica,,Latin 61209
zyjje,,中亚锦鸡儿,Caragana tragacanthoides,,Latin 61209
tlfjje,,吐鲁番锦鸡儿,Caragana turfanensis,,Latin 61209
xjjje,,新疆锦鸡儿,Caragana turkestanica,,Latin 61209
wsljje,,乌苏里锦鸡儿,Caragana ussuriensis,,Latin 61209
bsjje,,变色锦鸡儿,Caragana versicolor,,Latin 61209
nkjje,,南口锦鸡儿,Caragana zahlbruckneri,,Latin 61209
zjss,,竹节树属,Carallia,,Latin 61209
zjs,,竹节树,Carallia brachiata,,Latin 61209
jyzjs,,锯叶竹节树,Carallia diphopetala,,Latin 61209
jyzjs,,Carallia,diplopetala,,Latin 61209
dyzjs,,大叶竹节树,Carallia garciniaefolia,,Latin 61209
pqm,,旁杞木,Carallia pectinifolia,,Latin 61209
ljs,,龙角属,Caralluma,,Latin 61209
smjs,,碎米荠属,Cardamine,,Latin 61209
aysmj,,阿玉碎米荠,Cardamine agyokumontana,,Latin 61209
ahsmj,,安徽碎米荠,Cardamine anhuiensis,,Latin 61209
gssmj,,高山碎米荠,Cardamine arisanensis,,Latin 61209
cbssmj,,长白山碎米荠,Cardamine baishanensis,,Latin 61209
bssmj,,博氏碎米荠,Cardamine bodinieri,,Latin 61209
yssmj,,岩生碎米荠,Cardamine calcicola,,Latin 61209
ltsmj,,驴蹄碎米荠,Cardamine calthifolia,,Latin 61209
xlsmj,,细裂碎米荠,Cardamine caroides,,Latin 61209
tcsmj,,天池碎米荠,Cardamine changbaiana,,Latin 61209
zssmj,,周氏碎米荠,Cardamine cheotaiyienii,,Latin 61209
lzsmj,,露珠碎米荠,Cardamine circaeoides,,Latin 61209
eysmj,,洱源碎米荠,Cardamine delavayi,,Latin 61209
gtssmj,,光头山碎米荠,Cardamine engleriana,,Latin 61209
fssmj,,法氏碎米荠,Cardamine fargesiana,,Latin 61209
wqsmj,,弯曲碎米荠,Cardamine flexuosa,,Latin 61209
rwqsmj,,柔弯曲碎米荠,Cardamine flexuosa var. debilis,,Latin 61209
jwqsmj,,假弯曲碎米荠,Cardamine flexuosa var. fallax,,Latin 61209
lywqsmj,,卵叶弯曲碎米荠,Cardamine flexuosa var. ovatifolia,,Latin 61209
mysmj,,莓叶碎米荠,Cardamine fragariifolia,,Latin 61209
kcsmj,,宽翅碎米荠,Cardamine franchetiana,,Latin 61209
scsmj,,四川碎米荠,Cardamine glaphyropoda,,Latin 61209
dcscsmj,,钝齿四川碎米荠,Cardamine glaphyropoda var. crenata,,Latin 61209
xxsmj,,纤细碎米荠,Cardamine gracilis,,Latin 61209
klsmj,,颗粒碎米荠,Cardamine granulifera,,Latin 61209
sjsmj,,山芥碎米荠,Cardamine griffithii,,Latin 61209
dysjsmj,,大叶山芥碎米荠,Cardamine griffithii var. grandifolia,,Latin 61209
yysmj,,异叶碎米荠,Cardamine heterophylla,,Latin 61209
smj,,碎米荠,Cardamine hirsuta,,Latin 61209
bdsmj,,宝岛碎米荠,Cardamine hirsuta var. formosana,,Latin 61209
emsmj,,峨眉碎米荠,Cardamine hirsuta var. omeiensis,,Latin 61209
ylsmj,,圆裂碎米荠,Cardamine hirsuta var. rotundiloba,,Latin 61209
hpsmj,,壶坪碎米芥,Cardamine hupingshanensis,,Latin 61209
dqsmj,,德钦碎米荠,Cardamine hydrocotyloides,,Latin 61209
sssmj,,湿生碎米荠,Cardamine hygrophila,,Latin 61209
zysmj,,窄叶碎米荠,Cardamine impartiens var. angustifolia,,Latin 61209
dysmj,,钝叶碎米荠,Cardamine impartiens var. obtusifolia,,Latin 61209
tlsmj,,弹裂碎米荠,Cardamine impatiens,,Latin 61209
mgsmj,,毛果碎米荠,Cardamine impatiens var. dasycarpa,,Latin 61209
ybsmj,,翼柄碎米荠,Cardamine komarovii,,Latin 61209
bhsmj,,白花碎米荠,Cardamine leucantha,,Latin 61209
lhsmj,,李恒碎米荠,Cardamine lihengiana,,Latin 61209
xysmj,,心叶碎米荠,Cardamine limprichtiana,,Latin 61209
wrsmj,,弯蕊碎米荠,Cardamine loxostemonoides,,Latin 61209
stsmj,,水田碎米荠,Cardamine lyrata,,Latin 61209
dysmj,,大叶碎米荠,Cardamine macrophylla,,Latin 61209
dysmj,,钝圆碎米荠,Cardamine macrophylla var. crenata,,Latin 61209
zcsmj,,重齿碎米荠,Cardamine macrophylla var. diplodonta,,Latin 61209
dysmj,,多叶碎米荠,Cardamine macrophylla var. polyphylla,,Latin 61209
xysmj,,小叶碎米荠,Cardamine microzyga,,Latin 61209
zcxysmj,,重齿小叶碎米荠,Cardamine microzyga var. duplolobata,,Latin 61209
dhsmj,,多花碎米荠,Cardamine multiflora,,Latin 61209
dlsmj,,多裂碎米荠,Cardamine multijuga,,Latin 61209
rbsmj,,日本碎米荠,Cardamine nipponica,,Latin 61209
xhsmj,,小花碎米荠,Cardamine parviflora,,Latin 61209
dbxhsmj,,东北小花碎米荠,Cardamine parviflora var. manshurica,,Latin 61209
shsmj,,少花碎米荠,Cardamine paucifolia,,Latin 61209
cdsmj,,草甸碎米荠,Cardamine pratensis,,Latin 61209
fssmj,,伏水碎米荠,Cardamine prorepens,,Latin 61209
xqsmj,,细巧碎米荠,Cardamine pulchella,,Latin 61209
zhsmj,,紫花碎米荠,Cardamine purpurascens,,Latin 61209
sysmj,,肾叶碎米荠,Cardamine reniformis,,Latin 61209
pfsmj,,匍匐碎米荠,Cardamine repens,,Latin 61209
bzsmj,,鞭枝碎米荠,Cardamine rockii,,Latin 61209
ljsmj,,裸茎碎米荠,Cardamine scaposa,,Latin 61209
ycsmj,,圆齿碎米荠,Cardamine scutata,,Latin 61209
ddysmj,,大顶叶碎米荠,Cardamine scutata var. longiloba,,Latin 61209
axsmz,,矮小碎米组,Cardamine Sect. Cardaminella,,Latin 61209
sjhz,,石芥花组,Cardamine Sect. Dentaria,,Latin 61209
ljz,,裸茎组,Cardamine Sect. Giraldiella,,Latin 61209
eyz,,耳叶组,Cardamine Sect. Lygophyllum,,Latin 61209
dyz,,大叶组,Cardamine Sect. Macrophyllum,,Latin 61209
ykjz,,圆块茎组,Cardamine Sect. Sphaerotorrhiza,,Latin 61209
djsmj,,单茎碎米荠,Cardamine simplex,,Latin 61209
xesmj,,腺萼碎米荠,Cardamine smithiana,,Latin 61209
xysmj,,狭叶碎米荠,Cardamine stenoloba,,Latin 61209
zhsmj,,紫花碎米荠,Cardamine tangutorum,,Latin 61209
xysmj,,细叶碎米荠,Cardamine trifida,,Latin 61209
sxysmj,,三小叶碎米荠,Cardamine trifoliolata,,Latin 61209
hzsmj,,华中碎米荠,Cardamine urbaniana,,Latin 61209
jssmj,,堇色碎米荠,Cardamine violacea,,Latin 61209
jysmj,,堇叶碎米荠,Cardamine violifolia,,Latin 61209
yjysmj,,异堇叶碎米荠,Cardamine violifolia var. diversifolia,,Latin 61209
ynsmj,,云南碎米荠,Cardamine yunnanensis,,Latin 61209
dyynsmj,,钝叶云南碎米荠,Cardamine yunnanensis var. obtusata,,Latin 61209
zjsmj,,浙江碎米荠,Cardamine zhejiangensis,,Latin 61209
qxcs,,群心菜属,Cardaria,,Latin 61209
qxc,,群心菜,Cardaria draba,,Latin 61209
qgqxc,,球果群心菜,Cardaria draba subsp. chalepensis,,Latin 61209
mgqxc,,毛果群心菜,Cardaria pubescens,,Latin 61209
cxqs,,草绣球属,Cardiandra,,Latin 61209
mycxq,,密叶草绣球,Cardiandra densiflora,,Latin 61209
twcxq,,台湾草绣球,Cardiandra formosana,,Latin 61209
cxq,,草绣球,Cardiandra moellendorffi,,Latin 61209
shcxq,,疏花草绣球,Cardiandra moellendorffi var. laxiflora,,Latin 61209
shcxq,,疏花草绣球,Cardiandra moellendorffii var. laxiflora,,Latin 61209
dbhs,,大百合属,Cardiocrinum,,Latin 61209
qmydbh,,荞麦叶大百合,Cardiocrinum cathayanum,,Latin 61209
dbh,,大百合,Cardiocrinum giganteum,,Latin 61209
ynkeh,,云南开耳合,Cardiocrinum giganteum var. yunnanense,,Latin 61209
sdhs,,沙垫花属,Cardionema,,Latin 61209
xbhs,,心瓣花属,Cardiopetalum,,Latin 61209
xygk,,心翼果科,Cardiopteridaceae,,Latin 61209
xygm,,心翼果目,Cardiopteridales,,Latin 61209
xyg,,心翼果,Cardiopteris quinqueloba,,Latin 61209
ddls,,倒地铃属,Cardiospermum,,Latin 61209
ddl,,倒地铃,Cardiospermum halicacabum,,Latin 61209
xyscs,,心叶石蚕属,Cardioteucris,,Latin 61209
xysc,,心叶石蚕,Cardioteucris cordifolia,,Latin 61209
lsjs,,蓝丝菊属,Cardopatium,,Latin 61209
lsj,,蓝丝菊,Cardopatium corymbosum,,Latin 61209
xfls,,小飞廉属,Carduncellus,,Latin 61209
fls,,飞廉属,Carduus,,Latin 61209
jmfl,,节毛飞廉,Carduus acanthoides,,Latin 61209
smfl,,丝毛飞廉,Carduus crispus,,Latin 61209
fl,,飞廉,Carduus nutans,,Latin 61209
tcs,,薹草属,Carex,,Latin 61209
gdtc,,广东薹草,Carex adrienii,,Latin 61209
dgtc,,等高薹草,Carex aequialta,,Latin 61209
tstc,,团穗薹草,Carex agglomerata,,Latin 61209
bltc,,白鳞薹草,Carex alba,,Latin 61209
cztc,,葱状薹草,Carex alliiformis,,Latin 61209
hztc,,禾状薹草,Carex alopecuroides,,Latin 61209
ggtc,,高秆薹草,Carex alta,,Latin 61209
aettc,,阿尔泰薹草,Carex altaica,,Latin 61209
qstc,,球穗薹草,Carex amgunensis,,Latin 61209
ystc,,圆穗薹草,Carex angarae,,Latin 61209
zgtc,,窄果薹草,Carex angustifructus,,Latin 61209
dltc,,短鳞薹草,Carex angustinowiczii,,Latin 61209
xxstc,,小星穗薹草,Carex angustior,,Latin 61209
xgntc,,狭果囊薹草,Carex angustiutricula,,Latin 61209
antc,,安宁薹草,Carex anningensis,,Latin 61209
wmtc,,无名薹草,Carex anomoea,,Latin 61209
ymtc,,亚美薹草,Carex aperta,,Latin 61209
nltc,,匿鳞薹草,Carex aphanolepis,,Latin 61209
hmtc,,灰脉薹草,Carex appendiculata,,Latin 61209
xnhmtc,,小囊灰脉薹草,Carex appendiculata var. sacculiformis,,Latin 61209
bjtc,,北疆薹草,Carex arcatica,,Latin 61209
eegntc,,额尔古纳薹草,Carex arguensis,,Latin 61209
aqtc,,阿齐薹草,Carex argyi,,Latin 61209
gstc,,干生薹草,Carex aridula,,Latin 61209
alstc,,阿里山薹草,Carex arisanensis,,Latin 61209
zntc,,锥囊薹草,Carex aristata subsp. raddei,,Latin 61209
ybtc,,芸苞薹草,Carex aristata var. lanceisquama,,Latin 61209
mltc,,芒鳞薹草,Carex aristatisquamata,,Latin 61209
jmtc,,具芒薹草,Carex aristulifera,,Latin 61209
mgtc,,麻根薹草,Carex arnellii,,Latin 61209
yctc,,宜昌薹草,Carex ascocetra,,Latin 61209
ccntc,,粗糙囊薹草,Carex asperifructus,,Latin 61209
hstc,,黑穗薹草,Carex atrata,,Latin 61209
nhtc,,南湖薹草,Carex atrata subsp. apodostachya,,Latin 61209
dqtc,,大桥薹草,Carex atrata subsp. aterrima,,Latin 61209
cpfjtc,,长匍匐茎薹草,Carex atrata subsp. longistolonifera,,Latin 61209
ahtc,,暗褐薹草,Carex atrofusca,,Latin 61209
hhstc,,黑褐穗薹草,Carex atrofusca subsp. minor,,Latin 61209
lhhstc,,类黑褐穗薹草,Carex atrofuscoides,,Latin 61209
xntc,,西南薹草,Carex austro-occidentalis,,Latin 61209
hntc,,华南薹草,Carex austrosinensis,,Latin 61209
qstc,,秋生薹草,Carex autumnalis,,Latin 61209
jgtc,,浆果薹草,Carex baccans,,Latin 61209
bmtc,,白马薹草,Carex baimaensis,,Latin 61209
bpstc,,百坡山薹草,Carex baiposhanensis,,Latin 61209
bhstc,,宝华山薹草,Carex baohuashanica,,Latin 61209
twtc,,台湾薹草,Carex bilateralis,,Latin 61209
bhtc,,滨海薹草,Carex bodinieri,,Latin 61209
stc,,莎薹草,Carex bohemica,,Latin 61209
bxatc,,北兴安薹草,Carex borealihinganica,,Latin 61209
jzttc,,卷柱头薹草,Carex bostrychostigma,,Latin 61209
jzttc,,卷柱头薹草,Carex bostryohostigma,,Latin 61209
cstc,,垂穗薹草,Carex brachyathera,,Latin 61209
dmtc,,短芒薹草,Carex breviaristata,,Latin 61209
qltc,,青绿薹草,Carex breviculmis,,Latin 61209
zrtc,,直蕊薹草,Carex breviculmis var. cupulifera,,Latin 61209
xwqj,,纤维青菅,Carex breviculmis var. fibrillosa,,Latin 61209
djtc,,短尖薹草,Carex brevicuspis,,Latin 61209
jhtc,,基花薹草,Carex brevicuspis var. basiflora,,Latin 61209
dttc,,短莛薹草,Carex breviscapa,,Latin 61209
yatc,,亚澳薹草,Carex brownii,,Latin 61209
hgtc,,褐果薹草,Carex brunnea,,Latin 61209
cstc,,丛生薹草,Carex caespititia,,Latin 61209
ctc,,丛薹草,Carex caespitosa,,Latin 61209
hystc,,灰岩生薹草,Carex calcicola,,Latin 61209
yxc,,羊须草,Carex callitrichos,,Latin 61209
actc,,矮丛薹草,Carex callitrichos var. nana,,Latin 61209
gntc,,沟囊薹草,Carex canaliculata,,Latin 61209
fgtc,,发秆薹草,Carex capillacea,,Latin 61209
xgtc,,细秆薹草,Carex capillaris,,Latin 61209
sytc,,丝叶薹草,Carex capilliformis,,Latin 61209
ghtc,,弓喙薹草,Carex capricornis,,Latin 61209
zdtc,,藏东薹草,Carex cardiolepis,,Latin 61209
gjstc,,高加索薹草,Carex caucasica,,Latin 61209
djbgtc,,大井扁果薹草,Carex caucasica subsp. jisaburo-ohwiana,,Latin 61209
wstc,,尾穗薹草,Carex caudispicata,,Latin 61209
cstc,,陈氏薹草,Carex cheniana,,Latin 61209
zhtc,,中华薹草,Carex chinensis,,Latin 61209
lqtc,,龙奇薹草,Carex chinensis var. longkiensis,,Latin 61209
xatc,,兴安薹草,Carex chinganensis,,Latin 61209
qwtc,,启无薹草,Carex chiwuana,,Latin 61209
lttc,,绿头薹草,Carex chlorocephalula,,Latin 61209
lstc,,绿穗薹草,Carex chlorostachys,,Latin 61209
whlstc,,无喙绿穗薹草,Carex chlorostachys var. conferta,,Latin 61209
hhtc,,黄花薹草,Carex chrysolepis,,Latin 61209
gltc,,桂龄薹草,Carex chuiana,,Latin 61209
qstc,,曲氏薹草,Carex chuii,,Latin 61209
zstc,,仲氏薹草,Carex chungii,,Latin 61209
jytc,,坚硬薹草,Carex chungii var. rigida,,Latin 61209
hhtc,,灰化薹草,Carex cinerascens,,Latin 61209
xchtc,,细长喙薹草,Carex commixia,,Latin 61209
xchtc,,细长喙薹草,Carex commixta,,Latin 61209
fxtc,,复序薹草,Carex composita,,Latin 61209
mhtc,,密花薹草,Carex confertiflora,,Latin 61209
lxtc,,连续薹草,Carex continua,,Latin 61209
bntc,,扁囊薹草,Carex coriophora,,Latin 61209
ltdtc,,浪淘殿薹草,Carex coriophora subsp. langtaodianensis,,Latin 61209
ysbtc,,隐穗柄薹草,Carex courtallensis,,Latin 61209
hgtc,,鹤果薹草,Carex cranaocarpa,,Latin 61209
ymtc,,缘毛薹草,Carex craspedotricha,,Latin 61209
mstc,,密生薹草,Carex crebra,,Latin 61209
yztc,,燕子薹草,Carex cremostachys,,Latin 61209
sztc,,十字薹草,Carex cruciata,,Latin 61209
xntc,,狭囊薹草,Carex cruenta,,Latin 61209
ygtc,,隐果薹草,Carex cryptocarpa,,Latin 61209
ystc,,隐穗薹草,Carex cryptostachys,,Latin 61209
kdtc,,库地薹草,Carex curaica,,Latin 61209
bstc,,白山薹草,Carex curta,,Latin 61209
zstc,,柱穗薹草,Carex cylindriostachya,,Latin 61209
ztc,,针薹草,Carex dahurica,,Latin 61209
dltc,,带岭薹草,Carex dailingensis,,Latin 61209
